Tribunal;Codigo orgao;Municipio;UF;Nome orgao;Grau;CP_Dec_2023;CP_Dec_2024;%CP;Sus_Dec_2023;Sus_Dec_2024;%Sus;CN_12_meses;Tbaix_12_meses;Desp_12_meses;DecInc_12_meses;SentCM_12_meses;SentSM_12_meses;ProcSM100_Dec_2024;Conc100_Dec_2024;TPSent_12_meses;TPCPL_Dec_2024;TC_Dec_2024;IAD_12_meses
TJSP;10659;SERRANA;SP;01 CUMULATIVA DE SERRANA;G1, JE;18.131;18.242;0,6%;3.623;3.578;-1,2%;2.547;2.582;10.238;3.833;1.612;539;3.874;253;3 anos e 3 meses;8 anos e 4 meses;85%;101%
TJSP;59772;FERNANDOPOLIS;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 18 C.J. - FERNANDOPOLIS DE FERNANDOPOLIS;TR;245;129;-47,3%;91;23;-74,7%;0;124;9;18;2;0;13;87;4 anos e 9 meses;8 anos e 4 meses;46%;
TJSP;71997;SAO PAULO;SP;22ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;4;4;0%;1;1;0%;0;0;0;0;0;0;2;1;;8 anos e 4 meses;100%;
TJSP;72002;SAO PAULO;SP;27ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;54;52;-3,7%;7;7;0%;0;2;0;0;0;0;43;3;;8 anos e 4 meses;96%;
TJSP;71998;SAO PAULO;SP;23ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;11;11;0%;4;4;0%;0;0;0;1;0;0;6;0;;8 anos e 4 meses;100%;
TJSP;59831;JALES;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;605;81;-86,6%;227;7;-96,9%;3;542;302;40;70;0;69;12;1 ano e 2 meses;8 anos e 4 meses;11%;18.067%
TJSP;10351;SAO JOSE DO RIO PRETO;SP;01 FAZENDA PUBLICA DE SAO JOSE DO RIO PRETO;G1, JE;34.460;34.318;-0,4%;1.002;1.052;5%;1.194;1.146;1.595;2.924;788;162;30.848;580;2 anos e 1 Mes;8 anos e 4 meses;97%;96%
TJSP;71995;SAO PAULO;SP;20ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;147;147;0%;13;13;0%;0;0;0;0;0;0;118;15;;8 anos e 4 meses;100%;
TJSP;72778;SAO PAULO;SP;28ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;175;172;-1,7%;13;13;0%;0;2;0;1;0;0;144;12;;8 anos e 3 meses;99%;
TJSP;9721;ITAPECERICA DA SERRA;SP;SAF DE ITAPECERICA DA SERRA;G1;79.640;23.165;-70,9%;20.626;7.691;-62,7%;2.023;58.522;13.424;15.539;6.009;53.739;10.084;166;7 anos e 11 meses;8 anos e 3 meses;21%;2.893%
TJSP;72779;SAO PAULO;SP;29ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;6;5;-16,7%;2;2;0%;0;1;0;1;0;0;3;0;;8 anos e 3 meses;75%;
TJSP;59783;JALES;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;671;135;-79,9%;247;9;-96,4%;0;551;364;38;1;0;121;11;1 ano e 3 meses;8 anos e 3 meses;18%;
TJSP;71996;SAO PAULO;SP;21ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;2;2;0%;0;0;0;0;0;0;2;1;;8 anos e 3 meses;100%;
TJSP;9394;BAURU;SP;02 EXECUCOES CRIMINAIS DE BAURU;G1;14.464;12.351;-14,6%;330;345;4,5%;1.321;1.830;5.805;3.577;2.175;4;5.221;2.441;4 anos e 7 meses;8 anos e 3 meses;87%;139%
TJSP;72000;SAO PAULO;SP;25ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;57;53;-7%;12;12;0%;1;6;1;5;1;0;31;8;0 anos;8 anos e 2 meses;87%;600%
TJSP;10709;TABOAO DA SERRA;SP;SAF DE TABOAO DA SERRA;G1;132.068;97.781;-26%;12.510;10.526;-15,9%;2.368;36.508;878;43.489;7.465;6.779;49.465;3.632;9 anos e 9 meses;8 anos e 2 meses;71%;1.542%
TJSP;11746;SERTAOZINHO;SP;SEF DE SERTAOZINHO;G1;54.862;48.713;-11,2%;25.276;24.293;-3,9%;1.567;7.698;5.417;6.664;4.383;3.988;20.336;1.074;9 anos e 1 Mes;8 anos e 2 meses;76%;491%
TJSP;59851;CAMPINAS;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 8 C.J. - CAMPINAS DE CAMPINAS;TR;129;44;-65,9%;59;10;-83,1%;0;90;42;12;0;0;4;0;10 anos e 2 meses;8 anos e 2 meses;6%;
TJSP;59245;UBATUBA;SP;SAF DE UBATUBA;G1;147.553;151.987;3%;12.401;14.508;17%;12.301;7.869;3.121;18.623;4.466;1.949;109.061;648;10 anos e 1 Mes;8 anos e 1 Mes;95%;64%
TJSP;70930;SAO PAULO;SP;2ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;25;23;-8%;10;7;-30%;2;2;2;18;0;0;12;0;;8 anos e 1 Mes;88%;100%
TJSP;9498;CARAGUATATUBA;SP;SAF DE CARAGUATATUBA;G1;56.450;54.361;-3,7%;20.007;21.096;5,4%;2.362;4.318;5.620;13.768;2.115;2.569;23.253;327;6 anos e 2 meses;8 anos e 1 Mes;89%;183%
TJSP;59820;FERNANDOPOLIS;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 18 C.J. - FERNANDOPOLIS DE FERNANDOPOLIS;TR;186;95;-48,9%;45;5;-88,9%;0;100;11;30;2;0;13;76;4 anos e 6 meses;8 anos e 1 Mes;47%;
TJSP;59801;PRESIDENTE PRUDENTE;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 27 C.J. - PRESIDENTE PRUDENTE DE PRESIDENTE PRUDENTE;TR;505;414;-18%;447;383;-14,3%;0;95;150;27;0;0;25;33;8 anos e 5 meses;8 anos;23%;
TJSP;59843;SANTOS;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;753;437;-42%;50;23;-54%;5;334;60;12;1;0;202;275;1 ano e 3 meses;8 anos;55%;6.680%
TJSP;59771;VOTUPORANGA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 17 C.J. - VOTUPORANGA DE VOTUPORANGA;TR;480;29;-94%;99;18;-81,8%;0;458;72;257;0;0;10;1;;8 anos;2%;
TJSP;10267;SANTOS;SP;02 FAZENDA PUBLICA DE SANTOS;G1;134.698;125.129;-7,1%;48.509;67.974;40,1%;7.060;17.020;13.523;22.791;8.228;1.939;42.840;97;7 anos e 10 meses;7 anos e 11 meses;77%;241%
TJSP;10635;SAO ROQUE;SP;SEF DE SAO ROQUE;G1;44.630;44.138;-1,1%;2.219;2.147;-3,2%;1.969;2.483;1.542;3.660;1.644;611;36.353;1;10 anos e 4 meses;7 anos e 11 meses;94%;126%
TJSP;10501;SAO PAULO;SP;04 ESPECIAL INFANCIA JUVENTUDE DE CENTRAL;G1;160;144;-10%;17;13;-23,5%;51;57;148;183;20;17;100;1;1 ano e 4 meses;7 anos e 11 meses;69%;112%
TJSP;10768;VALINHOS;SP;SEF DE VALINHOS;G1, JE;24.658;19.223;-22%;6.806;6.015;-11,6%;910;6.389;5.134;6.017;1.585;1.735;7.603;225;11 anos;7 anos e 11 meses;67%;702%
TJSP;72008;SAO PAULO;SP;7CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;8;6;-25%;0;0;;0;2;0;1;0;0;4;2;;7 anos e 11 meses;75%;
TJSP;59881;SAO PAULO;SP;08 TURMA CIVEL DO I COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;213;164;-23%;170;136;-20%;2;52;40;116;1;0;3;0;10 meses;7 anos e 11 meses;7%;2.600%
TJSP;11860;MOCOCA;SP;SEF DE MOCOCA;G1;19.996;17.756;-11,2%;9.988;8.713;-12,8%;31;2.262;4.973;8.101;1.410;1.034;2.010;206;8 anos e 10 meses;7 anos e 11 meses;80%;7.297%
TJSP;10355;SAO JOSE DO RIO PRETO;SP;02 FAZENDA PUBLICA DE SAO JOSE DO RIO PRETO;G1, JE;27.293;27.390;0,4%;1.110;1.081;-2,6%;1.172;925;1.601;2.745;758;146;24.626;79;2 anos;7 anos e 10 meses;97%;79%
TJSP;10651;SAO VICENTE;SP;EXECUCOES CRIMINAIS DE SAO VICENTE;G1;10.686;9.908;-7,3%;29;37;27,6%;605;1.035;1.587;3.640;511;6;4.967;3.330;4 anos e 1 Mes;7 anos e 10 meses;91%;171%
TJSP;59759;SANTO ANDRE;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;384;340;-11,5%;19;195;926,3%;0;45;96;346;1;1;16;1;9 meses;7 anos e 10 meses;29%;
TJSP;10498;SAO PAULO;SP;01 ESPECIAL INFANCIA JUVENTUDE DE CENTRAL;G1;132;133;0,8%;7;5;-28,6%;53;61;119;220;5;27;100;0;6 meses;7 anos e 10 meses;68%;115%
TJSP;10001;OURINHOS;SP;SAF DE OURINHOS;G1;41.145;32.221;-21,7%;7.443;6.618;-11,1%;918;9.829;6.429;7.056;3.010;6.094;7.467;2.743;9 anos e 7 meses;7 anos e 10 meses;72%;1.071%
TJSP;59807;SANTO ANDRE;SP;02 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;280;256;-8,6%;15;228;1.420%;0;24;71;256;0;0;15;5;;7 anos e 10 meses;41%;
TJSP;72009;SAO PAULO;SP;8CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;3;3;0%;0;0;;0;0;0;2;1;0;1;2;;7 anos e 9 meses;100%;
TJSP;10950;TUPÃ;SP;EXECUCOES CRIMINAIS DE TUPA;G1;12.933;10.583;-18,2%;202;313;55%;1.394;1.288;5.510;5.244;1.268;41;3.502;3.277;5 anos e 9 meses;7 anos e 9 meses;89%;92%
TJSP;10223;SANTA FE DO SUL;SP;01 CUMULATIVA DE SANTA FE DO SUL;G1, JE;5.854;5.692;-2,8%;1.193;1.266;6,1%;2.646;2.784;7.221;7.584;2.107;468;626;21;2 anos e 7 meses;7 anos e 9 meses;61%;105%
TJSP;59753;PRESIDENTE PRUDENTE;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 27 C.J. - PRESIDENTE PRUDENTE DE PRESIDENTE PRUDENTE;TR;604;423;-30%;515;391;-24,1%;0;190;234;27;0;0;20;14;6 anos e 9 meses;7 anos e 8 meses;10%;
TJSP;10500;SAO PAULO;SP;03 ESPECIAL INFANCIA JUVENTUDE DE CENTRAL;G1;65;60;-7,7%;3;1;-66,7%;47;60;220;92;6;7;43;4;8 meses;7 anos e 8 meses;50%;128%
TJSP;10447;SAO PAULO;SP;02 CRIMINAL DE SAO MIGUEL PAULISTA;G1, JE;83;73;-12%;2;1;-50%;0;0;4;3;7;0;67;3;;7 anos e 8 meses;100%;
TJSP;75577;SAO PAULO;SP;13ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;19;14;-26,3%;3;1;-66,7%;0;5;5;4;0;0;3;2;;7 anos e 8 meses;44%;
TJSP;75477;SAO PAULO;SP;12ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;26;22;-15,4%;5;3;-40%;0;4;2;12;0;0;13;0;;7 anos e 8 meses;76%;
TJSP;59846;SANTO ANDRE;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 3 C.J. - SANTO ANDRE DE SANTO ANDRE;TR;452;418;-7,5%;14;250;1.685,7%;0;34;83;414;0;0;26;7;;7 anos e 8 meses;49%;
TJSP;17564;LENCOIS PAULISTA;SP;SEF DE LENCOIS PAULISTA;G1;21.773;18.598;-14,6%;12.484;12.445;-0,3%;404;3.531;2.376;7.268;2.215;1.168;3.117;19;8 anos e 2 meses;7 anos e 7 meses;64%;874%
TJSP;59750;SANTOS;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;784;262;-66,6%;63;50;-20,6%;11;552;154;13;16;0;160;44;7 meses;7 anos e 7 meses;28%;5.018%
TJSP;59859;JALES;SP;03 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 55 C.J. - JALES DE JALES;TR;632;94;-85,1%;181;14;-92,3%;0;549;382;53;1;0;75;12;1 ano e 8 meses;7 anos e 7 meses;13%;
TJSP;9711;ITAI;SP;VARA UNICA DE ITAI;G1, JE;44.907;44.677;-0,5%;34.821;34.935;0,3%;1.892;2.036;4.402;5.314;1.528;290;5.676;285;2 anos e 4 meses;7 anos e 7 meses;82%;108%
TJSP;71009;SAO PAULO;SP;02 TURMA DO JUIZADO FAZENDA PUBLICA DO COLEGIO RECURSAL DA CAPITAL DE CENTRAL;TR;362;80;-77,9%;139;21;-84,9%;6;343;203;15;13;0;42;15;1 ano e 6 meses;7 anos e 7 meses;14%;5.717%
TJSP;9277;AMPARO;SP;SEF DE AMPARO;G1;25.977;24.287;-6,5%;3.022;2.644;-12,5%;132;1.798;354;2.629;1.559;772;14.648;461;7 anos e 3 meses;7 anos e 7 meses;92%;1.362%
TJSP;10186;RIBEIRAO PRETO;SP;01 FAZENDA PUBLICA DE RIBEIRAO PRETO;G1, JE;15.725;13.918;-11,5%;2.645;2.566;-3%;2.021;2.006;6.007;3.138;1.054;683;6.907;158;7 anos e 2 meses;7 anos e 7 meses;85%;99%
TJSP;10629;SAO PEDRO;SP;01 CUMULATIVA DE SAO PEDRO;G1, JE;13.318;13.460;1,1%;2.393;2.479;3,6%;1.766;1.456;3.025;5.152;1.006;309;7.152;56;1 ano e 11 meses;7 anos e 7 meses;88%;82%
TJSP;9925;MOGI DAS CRUZES;SP;FAZENDA PUBLICA DE MOGI DAS CRUZES;G1, JE;135.687;127.032;-6,4%;23.910;28.238;18,1%;5.242;13.875;1.528;44.501;8.507;6.823;72.113;2.669;5 anos e 7 meses;7 anos e 7 meses;88%;265%
TJSP;9270;AMERICANA;SP;SAF DE AMERICANA;G1;67.699;57.360;-15,3%;12.197;10.771;-11,7%;670;10.900;3.061;7.535;7.968;2.503;37.131;531;6 anos e 2 meses;7 anos e 6 meses;81%;1.627%
TJSP;9995;OSVALDO CRUZ;SP;02 CUMULATIVA DE OSVALDO CRUZ;G1, JE;14.453;11.908;-17,6%;3.196;3.600;12,6%;2.248;4.594;11.178;5.827;2.044;767;3.727;88;2 anos e 11 meses;7 anos e 6 meses;64%;204%
TJSP;10557;SAO PAULO;SP;06 FAZENDA PUBLICA DE CENTRAL;G1, JE;22.635;19.697;-13%;3.691;2.988;-19%;3.921;6.124;40.817;21.387;6.820;542;2.066;50;5 anos e 5 meses;7 anos e 6 meses;73%;156%
TJSP;17569;SALTO;SP;SEF DE SALTO;G1;36.672;31.667;-13,6%;9.333;19.934;113,6%;611;5.631;7.881;19.918;3.179;3.296;4.915;125;6 anos e 7 meses;7 anos e 6 meses;68%;922%
TJSP;10904;SANTA BRANCA;SP;VARA UNICA DE SANTA BRANCA;G1, JE;5.551;5.036;-9,3%;846;1.174;38,8%;1.028;1.503;7.706;2.514;823;370;831;51;3 anos e 7 meses;7 anos e 6 meses;72%;146%
TJSP;10131;PRESIDENTE PRUDENTE;SP;FAZENDA PUBLICA DE PRESIDENTE PRUDENTE;G1, JE;107.276;101.267;-5,6%;3.433;3.371;-1,8%;8.558;15.758;35.293;16.896;11.702;2.182;9.345;656;5 anos e 7 meses;7 anos e 6 meses;86%;184%
TJSP;59871;SANTOS;SP;05 TURMA CIVEL DO COLEGIO RECURSAL DA 1 C.J. - SANTOS DE SANTOS;TR;570;204;-64,2%;58;30;-48,3%;11;396;138;9;1;0;133;30;9 meses;7 anos e 5 meses;31%;3.600%
TJSP;10226;SANTA RITA DO PASSA QUATRO;SP;01 CUMULATIVA DE SANTA RITA DO PASSA QUATRO;G1, JE;9.025;6.971;-22,8%;3.043;2.206;-27,5%;1.044;3.038;6.849;2.437;1.252;1.077;764;29;8 anos e 3 meses;7 anos e 5 meses;60%;291%
TJSP;10848;SAO PAULO;SP;VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO POUPATEMPO ITAQUERA DE ITAQUERA;G1, JE;5.687;5.800;2%;69;106;53,6%;2.937;141;0;1;0;0;4.667;8;;7 anos e 5 meses;98%;5%
TJSP;76573;SAO PAULO;SP;32 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;1;1;0%;0;0;0;0;0;0;4;0;;7 anos e 5 meses;100%;
TJSP;76574;SAO PAULO;SP;33 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;4;4;0%;0;0;;0;0;0;0;0;0;4;0;;7 anos e 5 meses;100%;
TJSP;76575;SAO PAULO;SP;34 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;4;3;-25%;0;0;;0;1;0;0;0;0;3;0;;7 anos e 5 meses;75%;
TJSP;76577;SAO PAULO;SP;36 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;5;0%;1;1;0%;0;0;0;0;0;0;4;1;;7 anos e 5 meses;100%;
TJSP;76578;SAO PAULO;SP;37 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;62;61;-1,6%;3;3;0%;0;1;0;1;0;0;51;7;;7 anos e 5 meses;98%;
TJSP;76579;SAO PAULO;SP;38 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;67;65;-3%;3;3;0%;0;2;0;0;0;0;58;4;;7 anos e 5 meses;97%;
TJSP;76576;SAO PAULO;SP;35 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;13;12;-7,7%;1;1;0%;0;1;0;0;0;0;9;1;;7 anos e 5 meses;92%;
TJSP;10031;PEDREIRA;SP;01 CUMULATIVA DE PEDREIRA;G1, JE;9.068;8.486;-6,4%;1.153;1.121;-2,8%;1.402;1.643;3.345;2.307;1.111;454;3.284;72;3 anos e 8 meses;7 anos e 5 meses;82%;117%
TJSP;9847;LIMEIRA;SP;FAZENDA PUBLICA DE LIMEIRA;G1;89.209;81.943;-8,1%;5.833;5.642;-3,3%;4.211;11.198;47.269;26.046;10.912;3.499;49.784;1.015;4 anos e 10 meses;7 anos e 5 meses;87%;266%
TJSP;59754;MARILIA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 31 C.J. - MARILIA DE MARILIA;TR;350;10;-97,1%;90;2;-97,8%;2;355;525;53;2;0;8;4;3 anos e 9 meses;7 anos e 5 meses;2%;17.750%
TJSP;76572;SAO PAULO;SP;31 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;110;108;-1,8%;6;6;0%;0;2;0;5;1;0;86;11;7 anos e 11 meses;7 anos e 5 meses;98%;
TJSP;76571;SAO PAULO;SP;30 CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;90;90;0%;4;4;0%;0;0;0;0;0;0;67;17;;7 anos e 5 meses;100%;
TJSP;10187;RIBEIRAO PRETO;SP;02 FAZENDA PUBLICA DE RIBEIRAO PRETO;G1, JE;11.989;10.212;-14,8%;2.122;1.297;-38,9%;2.069;1.648;8;7.360;845;1.853;4.661;173;15 anos;7 anos e 3 meses;84%;80%
TJSP;9986;OSASCO;SP;01 FAZENDA PUBLICA DE OSASCO;G1, JE;67.598;36.369;-46,2%;4.589;2.849;-37,9%;6.440;35.677;23.477;12.377;9.735;15.926;20.833;460;7 anos e 9 meses;7 anos e 3 meses;48%;554%
TJSP;9614;CAIEIRAS;SP;SEF DE CAIEIRAS;G1;26.717;24.765;-7,3%;5.347;5.322;-0,5%;58;2.005;3.603;4.834;1.297;700;11.530;2.319;4 anos e 8 meses;7 anos e 3 meses;91%;3.457%
TJSP;9884;MATAO;SP;01 CIVEL DE MATAO;G1, JE;8.478;8.071;-4,8%;2.440;2.483;1,8%;2.315;2.604;9.773;6.323;1.615;321;2.307;24;1 ano e 6 meses;7 anos e 3 meses;68%;112%
TJSP;59233;ITAPIRA;SP;SAF DE ITAPIRA;G1;7.976;6.638;-16,8%;3.173;2.775;-12,5%;104;1.442;7.303;5.811;1.017;728;1.832;78;9 anos;7 anos e 3 meses;73%;1.387%
TJSP;10212;SANTA BARBARA D'OESTE;SP;SEF DE SANTA BARBARA D OESTE;G1;41.768;37.700;-9,7%;8.348;8.166;-2,2%;2.010;6.131;5.983;5.081;4.266;1.361;21.164;47;8 anos;7 anos e 2 meses;83%;305%
TJSP;75479;SAO PAULO;SP;12CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;13;12;-7,7%;0;0;;0;1;0;0;1;0;10;7;;7 anos e 2 meses;92%;
TJSP;10554;SAO PAULO;SP;03 FAZENDA PUBLICA DE CENTRAL;G1, JE;9.835;10.130;3%;3.644;3.688;1,2%;4.566;4.076;1.002;19.697;2.901;306;1.818;30;1 ano;7 anos e 2 meses;61%;89%
TJSP;70896;SAO PAULO;SP;11ª CÂMARA EXTRAORDINÁRIA DE DIREITO PRIVADO;G2;5;6;20%;0;0;;1;0;0;0;0;0;2;0;0 anos;7 anos e 2 meses;100%;0%
TJSP;9433;BURITAMA;SP;01 CUMULATIVA DE BURITAMA;G1, JE;16.314;15.620;-4,3%;7.979;7.371;-7,6%;2.242;2.982;4.065;5.551;1.174;493;3.705;49;3 anos;7 anos e 2 meses;73%;133%
TJSP;75478;SAO PAULO;SP;11CÂMARA CRIMINAL EXTRAORDINÁRIA;G2;9;9;0%;0;0;;0;0;0;0;0;0;4;9;;7 anos e 2 meses;100%;
TJSP;10650;SAO VICENTE;SP;FAZENDA PUBLICA DE SAO VICENTE;G1, JE;337.608;358.086;6,1%;16.230;12.814;-21%;29.208;9.103;6.903;9.710;22.815;6.069;318.633;137;4 anos e 8 meses;7 anos e 1 Mes;97%;31%
TJSP;59840;ARARAQUARA;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 13 C.J. - ARARAQUARA DE ARARAQUARA;TR;81;25;-69,1%;5;0;-100%;0;65;98;3;2;0;7;0;1 ano e 8 meses;7 anos e 1 Mes;10%;
TJSP;9642;GUARATINGUETA;SP;SEF DE GUARATINGUETA;G1;15.056;14.411;-4,3%;4.104;3.975;-3,1%;465;1.112;11.052;1.192;1.317;1.104;7.496;44;7 anos e 5 meses;7 anos e 1 Mes;90%;239%
TJSP;9885;MATAO;SP;02 CIVEL DE MATAO;G1, JE;6.592;6.661;1%;2.025;2.458;21,4%;2.625;2.392;12.609;6.006;1.457;310;1.799;10;1 ano e 1 Mes;7 anos e 1 Mes;63%;91%
TJSP;59819;VOTUPORANGA;SP;02 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 17 C.J. - VOTUPORANGA DE VOTUPORANGA;TR;495;34;-93,1%;86;23;-73,3%;1;464;147;248;3;0;10;1;2 anos e 10 meses;7 anos e 1 Mes;2%;46.400%
TJSP;59746;ARARAQUARA;SP;01 TURMA CIVEL DO COLEGIO RECURSAL DA 13 C.J. - ARARAQUARA DE ARARAQUARA;TR;108;34;-68,5%;22;0;-100%;0;81;123;2;7;0;5;0;2 anos e 6 meses;7 anos;7%;
TJSP;59776;TUPÃ;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 30 C.J. - TUPA DE TUPA;TR;609;432;-29,1%;413;375;-9,2%;1;183;336;89;14;0;41;4;3 anos e 2 meses;7 anos;23%;18.300%
TJSP;85451;JAU;SP;CEJUSC - PRÉ-PROCESSUAL;G1;2;2;0%;0;0;;0;0;0;0;0;0;2;0;;7 anos;100%;
TJSP;10773;VARZEA PAULISTA;SP;01 CUMULATIVA DE VARZEA PAULISTA;G1, JE;12.111;12.074;-0,3%;2.049;2.017;-1,6%;3.126;2.870;3.008;12.707;1.694;617;3.922;235;2 anos e 2 meses;7 anos;78%;92%
TJSP;59850;OSASCO;SP;03 TURMA CIVEL DO COLEGIO RECURSAL DA 4 C.J. - OSASCO DE OSASCO;TR;79;8;-89,9%;20;0;-100%;0;73;56;14;3;0;5;3;3 anos e 9 meses;7 anos;8%;
TJSP;10148;IEPE;SP;VARA UNICA DE IEPE - INATIVA;G1, JE;4.545;3.615;-20,5%;924;795;-14%;1.380;2.293;2.448;6.064;1.440;667;1.474;15;4 anos e 3 meses;6 anos e 11 meses;55%;166%
TJSP;10905;SALESOPOLIS;SP;VARA UNICA DE SALESOPOLIS;G1, JE;6.695;7.114;6,3%;1.247;1.133;-9,1%;661;310;3.571;2.814;663;131;4.893;19;2 anos e 3 meses;6 anos e 11 meses;95%;47%
TJSP;9538;VARGEM GRANDE PAULISTA;SP;VARA UNICA DE VARGEM GRANDE PAULISTA - INATIVA;G1, JE;31.527;29.886;-5,2%;3.585;3.418;-4,7%;3.384;4.959;5.986;14.005;3.794;1.524;17.529;215;4 anos e 4 meses;6 anos e 11 meses;84%;147%
TJSP;17585;SAO SEBASTIAO;SP;SEF DE SAO SEBASTIAO;G1, JE;34.763;30.805;-11,4%;1.557;749;-51,9%;377;4.296;6.145;2.987;2.238;747;24.390;257;8 anos e 3 meses;6 anos e 11 meses;87%;1.140%
TJSP;9716;ITARIRI;SP;VARA UNICA DE ITARIRI;G1, JE;18.725;19.114;2,1%;5.756;5.611;-2,5%;2.874;2.469;5.993;14.685;2.223;688;5.728;477;4 anos e 11 meses;6 anos e 10 meses;85%;86%
TJSP;75476;SAO PAULO;SP;11ª CÂMARA EXTRAORDINÁRIA DE DIREITO PÚBLICO;G2;36;27;-25%;14;7;-50%;1;10;7;12;0;0;10;8;8 anos;6 anos e 10 meses;67%;1.000%
TJSP;10032;PEDREIRA;SP;02 CUMULATIVA DE PEDREIRA;G1, JE;7.193;7.028;-2,3%;737;752;2%;1.143;988;2.050;2.458;568;227;2.692;150;2 anos e 1 Mes;6 anos e 10 meses;86%;86%
TJSP;59779;GUARATINGUETA;SP;01 TURMA CIVEL E CRIMINAL DO COLEGIO RECURSAL DA 48 C.J. - GUARATINGUETA DE GUARATINGUETA;TR;568;328;-42,3%;409;115;-71,9%;2;247;302;317;3;0;3;3;2 anos e 9 meses;6 anos e 10 meses;2%;12.350%
TJSP;10851;SAO PAULO;SP;01 VARA JUIZADO ESPECIAL CIVEL - JIT - ANEXO UNIP DE JABAQUARA;G1, JE;54;40;-25,9%;1;0;-100%;0;0;0;0;0;0;31;0;;6 anos e 10 meses;100%;
TJSP;9725;ITAPETININGA;SP;02 CIVEL DE ITAPETININGA;G1, JE;6.358;6.492;2,1%;1.854;1.878;1,3%;2.180;2.027;1.379;13.322;1.350;571;2.570;9;1 ano e 10 meses;6 anos e 10 meses;69%;93%
TJSP;9325;ARARAS;SP;SEF DE ARARAS;G1;69.875;62.556;-10,5%;3.310;3.139;-5,2%;73;7.405;16.115;8.158;9.256;1.719;33.318;2.475;7 anos;6 anos e 9 meses;89%;10.144%
TJSP;9432;BROTAS;SP;01 CUMULATIVA DE BROTAS;G1, JE;17.807;16.617;-6,7%;2.914;2.782;-4,5%;2.291;3.561;6.150;5.335;2.397;578;8.877;139;5 anos e 4 meses;6 anos e 9 meses;79%;155%
TJSP;9402;BIRIGUI;SP;SAF DE BIRIGUI;G1;32.139;29.748;-7,4%;5.989;5.045;-15,8%;1.803;4.208;19.989;10.174;4.034;1.915;3.981;1.108;8 anos e 5 meses;6 anos e 9 meses;85%;233%
